"Plot Title: 10371964"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10371964, SEN S/N: 10371964)"
1,05/27/21 04:00:00 PM,12.013
2,05/27/21 05:00:00 PM,12.013
3,05/27/21 06:00:00 PM,12.013
4,05/27/21 07:00:00 PM,12.013
5,05/27/21 08:00:00 PM,12.013
6,05/27/21 09:00:00 PM,11.916
7,05/27/21 10:00:00 PM,11.916
8,05/27/21 11:00:00 PM,11.819
9,05/28/21 12:00:00 AM,11.819
10,05/28/21 01:00:00 AM,11.722
11,05/28/21 02:00:00 AM,11.625
12,05/28/21 03:00:00 AM,11.528
13,05/28/21 04:00:00 AM,11.431
14,05/28/21 05:00:00 AM,11.334
15,05/28/21 06:00:00 AM,11.236
16,05/28/21 07:00:00 AM,11.139
17,05/28/21 08:00:00 AM,11.139
18,05/28/21 09:00:00 AM,11.041
19,05/28/21 10:00:00 AM,11.041
20,05/28/21 11:00:00 AM,11.041
21,05/28/21 12:00:00 PM,11.041
22,05/28/21 01:00:00 PM,11.041
23,05/28/21 02:00:00 PM,11.139
24,05/28/21 03:00:00 PM,11.139
25,05/28/21 04:00:00 PM,11.236
26,05/28/21 05:00:00 PM,11.334
27,05/28/21 06:00:00 PM,11.431
28,05/28/21 07:00:00 PM,11.528
29,05/28/21 08:00:00 PM,11.528
30,05/28/21 09:00:00 PM,11.528
31,05/28/21 10:00:00 PM,11.528
32,05/28/21 11:00:00 PM,11.431
33,05/29/21 12:00:00 AM,11.431
34,05/29/21 01:00:00 AM,11.334
35,05/29/21 02:00:00 AM,11.236
36,05/29/21 03:00:00 AM,11.139
37,05/29/21 04:00:00 AM,11.041
38,05/29/21 05:00:00 AM,11.041
39,05/29/21 06:00:00 AM,10.944
40,05/29/21 07:00:00 AM,10.846
41,05/29/21 08:00:00 AM,10.748
42,05/29/21 09:00:00 AM,10.748
43,05/29/21 10:00:00 AM,10.748
44,05/29/21 11:00:00 AM,10.846
45,05/29/21 12:00:00 PM,10.944
46,05/29/21 01:00:00 PM,11.041
47,05/29/21 02:00:00 PM,11.139
48,05/29/21 03:00:00 PM,11.236
49,05/29/21 04:00:00 PM,11.334
50,05/29/21 05:00:00 PM,11.431
51,05/29/21 06:00:00 PM,11.625
52,05/29/21 07:00:00 PM,11.722
53,05/29/21 08:00:00 PM,11.819
54,05/29/21 09:00:00 PM,11.819
55,05/29/21 10:00:00 PM,11.819
56,05/29/21 11:00:00 PM,11.722
57,05/30/21 12:00:00 AM,11.722
58,05/30/21 01:00:00 AM,11.625
59,05/30/21 02:00:00 AM,11.625
60,05/30/21 03:00:00 AM,11.528
61,05/30/21 04:00:00 AM,11.431
62,05/30/21 05:00:00 AM,11.334
63,05/30/21 06:00:00 AM,11.334
64,05/30/21 07:00:00 AM,11.236
65,05/30/21 08:00:00 AM,11.139
66,05/30/21 09:00:00 AM,11.139
67,05/30/21 10:00:00 AM,11.139
68,05/30/21 11:00:00 AM,11.236
69,05/30/21 12:00:00 PM,11.334
70,05/30/21 01:00:00 PM,11.431
71,05/30/21 02:00:00 PM,11.528
72,05/30/21 03:00:00 PM,11.625
73,05/30/21 04:00:00 PM,11.722
74,05/30/21 05:00:00 PM,11.916
75,05/30/21 06:00:00 PM,12.013
76,05/30/21 07:00:00 PM,12.110
77,05/30/21 08:00:00 PM,12.207
78,05/30/21 09:00:00 PM,12.207
79,05/30/21 10:00:00 PM,12.207
80,05/30/21 11:00:00 PM,12.207
81,05/31/21 12:00:00 AM,12.207
82,05/31/21 01:00:00 AM,12.110
83,05/31/21 02:00:00 AM,12.110
84,05/31/21 03:00:00 AM,12.013
85,05/31/21 04:00:00 AM,11.916
86,05/31/21 05:00:00 AM,11.819
87,05/31/21 06:00:00 AM,11.819
88,05/31/21 07:00:00 AM,11.722
89,05/31/21 08:00:00 AM,11.722
90,05/31/21 09:00:00 AM,11.625
91,05/31/21 10:00:00 AM,11.625
92,05/31/21 11:00:00 AM,11.722
93,05/31/21 12:00:00 PM,11.819
94,05/31/21 01:00:00 PM,11.916
95,05/31/21 02:00:00 PM,12.013
96,05/31/21 03:00:00 PM,12.207
97,05/31/21 04:00:00 PM,12.304
98,05/31/21 05:00:00 PM,12.401
99,05/31/21 06:00:00 PM,12.594
100,05/31/21 07:00:00 PM,12.787
101,05/31/21 08:00:00 PM,12.883
102,05/31/21 09:00:00 PM,12.883
103,05/31/21 10:00:00 PM,12.883
104,05/31/21 11:00:00 PM,12.883
105,06/01/21 12:00:00 AM,12.883
106,06/01/21 01:00:00 AM,12.787
107,06/01/21 02:00:00 AM,12.690
108,06/01/21 03:00:00 AM,12.690
109,06/01/21 04:00:00 AM,12.594
110,06/01/21 05:00:00 AM,12.497
111,06/01/21 06:00:00 AM,12.497
112,06/01/21 07:00:00 AM,12.401
113,06/01/21 08:00:00 AM,12.401
114,06/01/21 09:00:00 AM,12.401
115,06/01/21 10:00:00 AM,12.401
116,06/01/21 11:00:00 AM,12.401
117,06/01/21 12:00:00 PM,12.594
118,06/01/21 01:00:00 PM,12.690
119,06/01/21 02:00:00 PM,12.787
120,06/01/21 03:00:00 PM,12.980
121,06/01/21 04:00:00 PM,13.076
122,06/01/21 05:00:00 PM,13.269
123,06/01/21 06:00:00 PM,13.365
124,06/01/21 07:00:00 PM,13.558
125,06/01/21 08:00:00 PM,13.654
126,06/01/21 09:00:00 PM,13.750
127,06/01/21 10:00:00 PM,13.750
128,06/01/21 11:00:00 PM,13.654
129,06/02/21 12:00:00 AM,13.654
130,06/02/21 01:00:00 AM,13.654
